mesh 1_x,mesh 1_y,mesh 1_z,energy low [eV],energy high [eV],nuclide,score,mean,std. dev.,z mid [cm],energy mid [eV]
1,1,129,0.015813624999999998,0.0158185,total,"(n,p)",2.504974347733358e-07,1.435999187699488e-09,1.285,0.0158160625
1,1,130,0.015813624999999998,0.0158185,total,"(n,p)",2.477934786674901e-07,1.4811648697886684e-09,1.295,0.0158160625
1,1,131,0.018143874999999997,0.018148749999999998,total,"(n,p)",2.4508863649513704e-07,1.409134564896892e-09,1.305,0.018146312499999998
1,1,132,0.018143874999999997,0.018148749999999998,total,"(n,p)",2.4282590902811794e-07,1.4269090355164166e-09,1.315,0.018146312499999998
1,1,133,0.018143874999999997,0.018148749999999998,total,"(n,p)",2.402691707140962e-07,1.4374830200731218e-09,1.325,0.018146312499999998
1,1,134,0.018143874999999997,0.018148749999999998,total,"(n,p)",2.3765013569765943e-07,1.4073039002008606e-09,1.335,0.018146312499999998
1,1,135,0.018143874999999997,0.018148749999999998,total,"(n,p)",2.3513346493770256e-07,1.3587396517937177e-09,1.345,0.018146312499999998
1,1,136,0.018143874999999997,0.018148749999999998,total,"(n,p)",2.325682031826671e-07,1.3720105532830053e-09,1.355,0.018146312499999998
1,1,137,0.018143874999999997,0.018148749999999998,total,"(n,p)",2.301756020903761e-07,1.3428081955877097e-09,1.365,0.018146312499999998
1,1,138,0.018143874999999997,0.018148749999999998,total,"(n,p)",2.2768523539398427e-07,1.312908561749127e-09,1.375,0.018146312499999998
1,1,139,0.018143874999999997,0.018148749999999998,total,"(n,p)",2.2512615000646468e-07,1.2915411804986528e-09,1.385,0.018146312499999998
1,1,140,0.018143874999999997,0.018148749999999998,total,"(n,p)",2.2303239477164443e-07,1.2568483703222756e-09,1.395,0.018146312499999998
1,1,141,0.018143874999999997,0.018148749999999998,total,"(n,p)",2.2099316264125763e-07,1.260293400823666e-09,1.405,0.018146312499999998
1,1,142,0.018143874999999997,0.018148749999999998,total,"(n,p)",2.1882081454388643e-07,1.2977932069497024e-09,1.415,0.018146312499999998
1,1,143,0.018143874999999997,0.018148749999999998,total,"(n,p)",2.1638684139885542e-07,1.2933658185932347e-09,1.425,0.018146312499999998
1,1,144,0.018143874999999997,0.018148749999999998,total,"(n,p)",2.1411634483280336e-07,1.2777044815473095e-09,1.435,0.018146312499999998
1,1,145,0.018143874999999997,0.018148749999999998,total,"(n,p)",2.122080263381121e-07,1.291880994606326e-09,1.445,0.018146312499999998
1,1,146,0.018143874999999997,0.018148749999999998,total,"(n,p)",2.1013489975007568e-07,1.3014892498386909e-09,1.455,0.018146312499999998
1,1,147,0.018143874999999997,0.018148749999999998,total,"(n,p)",2.0819525668691714e-07,1.3067857173096796e-09,1.465,0.018146312499999998
1,1,148,0.018143874999999997,0.018148749999999998,total,"(n,p)",2.0590025645949482e-07,1.319420359079801e-09,1.475,0.018146312499999998
1,1,149,0.018143874999999997,0.018148749999999998,total,"(n,p)",2.0361289461301815e-07,1.310082641370063e-09,1.485,0.018146312499999998
1,1,150,0.018143874999999997,0.018148749999999998,total,"(n,p)",2.0141464328762082e-07,1.3236695258246874e-09,1.495,0.018146312499999998
1,1,151,0.018143874999999997,0.018148749999999998,total,"(n,p)",1.9917726280693696e-07,1.3387490377872087e-09,1.505,0.018146312499999998
1,1,152,0.018143874999999997,0.018148749999999998,total,"(n,p)",1.9714544870767267e-07,1.3398985258225737e-09,1.515,0.018146312499999998
1,1,153,0.020166999999999997,0.020171875,total,"(n,p)",1.952007009347422e-07,2.348918563718494e-09,1.525,0.020169437499999998
1,1,154,0.020166999999999997,0.020171875,total,"(n,p)",1.9374330125518985e-07,2.7272185280875376e-09,1.535,0.020169437499999998
1,1,155,0.018143874999999997,0.018148749999999998,total,"(n,p)",1.9101639928435588e-07,1.2928920754042327e-09,1.545,0.018146312499999998
1,1,156,0.018143874999999997,0.018148749999999998,total,"(n,p)",1.891640772740368e-07,1.2901781812229025e-09,1.555,0.018146312499999998
1,1,157,0.018143874999999997,0.018148749999999998,total,"(n,p)",1.87291618136803e-07,1.3082386882972737e-09,1.565,0.018146312499999998
1,1,158,0.021546625,0.021551499999999998,total,"(n,p)",1.8547486072351284e-07,1.2041201241179914e-09,1.575,0.0215490625
1,1,159,0.021546625,0.021551499999999998,total,"(n,p)",1.8378521745075194e-07,1.1875972124427075e-09,1.585,0.0215490625
1,1,160,0.021546625,0.021551499999999998,total,"(n,p)",1.8206405837695063e-07,1.1846323204501255e-09,1.595,0.0215490625
1,1,161,0.021546625,0.021551499999999998,total,"(n,p)",1.802699667461021e-07,1.1656020966076593e-09,1.605,0.0215490625
1,1,162,0.021546625,0.021551499999999998,total,"(n,p)",1.7840726889665056e-07,1.139565049226351e-09,1.615,0.0215490625
1,1,163,0.020527749999999997,0.020532625,total,"(n,p)",1.7645160511220303e-07,1.1048696614223533e-09,1.625,0.020530187499999998
1,1,164,0.021546625,0.021551499999999998,total,"(n,p)",1.7484283528522695e-07,1.0991080792145141e-09,1.635,0.0215490625
1,1,165,0.021546625,0.021551499999999998,total,"(n,p)",1.7303625212862807e-07,1.0901415100912742e-09,1.645,0.0215490625
1,1,166,0.020527749999999997,0.020532625,total,"(n,p)",1.714733199080296e-07,1.0412946358171092e-09,1.655,0.020530187499999998
1,1,167,0.021897624999999997,0.0219025,total,"(n,p)",1.6982160368039498e-07,1.0793566733770006e-09,1.665,0.021900062499999998
1,1,168,0.021897624999999997,0.0219025,total,"(n,p)",1.6843780368629065e-07,1.0610503415751804e-09,1.675,0.021900062499999998
1,1,169,0.021897624999999997,0.0219025,total,"(n,p)",1.668049784178325e-07,1.0656828875812788e-09,1.685,0.021900062499999998
1,1,170,0.021897624999999997,0.0219025,total,"(n,p)",1.6507633905444585e-07,1.109851563867589e-09,1.695,0.021900062499999998
1,1,171,0.021546625,0.021551499999999998,total,"(n,p)",1.6334308458314846e-07,1.0436091888606013e-09,1.705,0.0215490625
1,1,172,0.021897624999999997,0.0219025,total,"(n,p)",1.6190488853918214e-07,1.1168659600278953e-09,1.715,0.021900062499999998
1,1,173,0.021897624999999997,0.0219025,total,"(n,p)",1.60404091245945e-07,1.1095463251791283e-09,1.725,0.021900062499999998
1,1,174,0.021546625,0.021551499999999998,total,"(n,p)",1.5897914176627973e-07,9.974313105334616e-10,1.735,0.0215490625
1,1,175,0.021546625,0.021551499999999998,total,"(n,p)",1.575313430607403e-07,9.756793965148466e-10,1.745,0.0215490625
1,1,176,0.021897624999999997,0.0219025,total,"(n,p)",1.5611175281141242e-07,1.1739382868476714e-09,1.755,0.021900062499999998
1,1,177,0.021897624999999997,0.0219025,total,"(n,p)",1.5470286427126208e-07,1.1906397280796371e-09,1.765,0.021900062499999998
1,1,178,0.021897624999999997,0.0219025,total,"(n,p)",1.5335803297553925e-07,1.2078679798823586e-09,1.775,0.021900062499999998
1,1,179,0.021897624999999997,0.0219025,total,"(n,p)",1.518203084668147e-07,1.1851294137610377e-09,1.785,0.021900062499999998
1,1,180,0.021897624999999997,0.0219025,total,"(n,p)",1.504359968583813e-07,1.1976532913009933e-09,1.795,0.021900062499999998
1,1,181,0.021897624999999997,0.0219025,total,"(n,p)",1.4899335667483232e-07,1.1534700202622498e-09,1.805,0.021900062499999998
1,1,182,0.021897624999999997,0.0219025,total,"(n,p)",1.4773103509210746e-07,1.1001113374030218e-09,1.815,0.021900062499999998
1,1,183,0.021897624999999997,0.0219025,total,"(n,p)",1.4647942598857925e-07,1.0785638525555046e-09,1.825,0.021900062499999998
1,1,184,0.021897624999999997,0.0219025,total,"(n,p)",1.4506825865593866e-07,1.057676527033243e-09,1.835,0.021900062499999998
1,1,185,0.021897624999999997,0.0219025,total,"(n,p)",1.4373830456709367e-07,1.0780125320566634e-09,1.845,0.021900062499999998
1,1,186,0.021897624999999997,0.0219025,total,"(n,p)",1.4242211071860317e-07,1.102166792909671e-09,1.855,0.021900062499999998
1,1,187,0.021897624999999997,0.0219025,total,"(n,p)",1.410276422692341e-07,1.106381737683512e-09,1.865,0.021900062499999998
1,1,188,0.021897624999999997,0.0219025,total,"(n,p)",1.3968201043089514e-07,1.100614095730416e-09,1.875,0.021900062499999998
1,1,189,0.021897624999999997,0.0219025,total,"(n,p)",1.3839020618736545e-07,1.0856335225821846e-09,1.885,0.021900062499999998
1,1,190,0.021897624999999997,0.0219025,total,"(n,p)",1.3709157369519052e-07,1.0662345508235803e-09,1.895,0.021900062499999998
1,1,191,0.021897624999999997,0.0219025,total,"(n,p)",1.35659897317166e-07,1.0616789244376149e-09,1.905,0.021900062499999998
1,1,192,0.021897624999999997,0.0219025,total,"(n,p)",1.3428095278866835e-07,1.046885449152174e-09,1.915,0.021900062499999998
1,1,193,0.021546625,0.021551499999999998,total,"(n,p)",1.3298182111060641e-07,9.220253495937865e-10,1.925,0.0215490625
1,1,194,0.024247374999999998,0.02425225,total,"(n,p)",1.317241551958422e-07,9.396954903679774e-10,1.935,0.0242498125
1,1,195,0.021897624999999997,0.0219025,total,"(n,p)",1.305408590183333e-07,1.0516406125623352e-09,1.945,0.021900062499999998
1,1,196,0.024247374999999998,0.02425225,total,"(n,p)",1.2934262694407125e-07,9.326705409193337e-10,1.955,0.0242498125
1,1,197,0.024247374999999998,0.02425225,total,"(n,p)",1.282227712926966e-07,9.249869602969631e-10,1.965,0.0242498125
1,1,198,0.024247374999999998,0.02425225,total,"(n,p)",1.2699791256231487e-07,8.914768185021947e-10,1.975,0.0242498125
1,1,199,0.024247374999999998,0.02425225,total,"(n,p)",1.2583399718752029e-07,8.663154258594719e-10,1.985,0.0242498125
1,1,200,0.024247374999999998,0.02425225,total,"(n,p)",1.247331338961943e-07,8.693494197509827e-10,1.995,0.0242498125
